index,Record ID,Account: AUM,Annual Revenue,CB 1st Priority,CB 2nd Priority,CB Industries,CB Industry Groups,CB Investment Stage,CB Investor Type,City,Company Domain Name,Company name,Company owner,Company Segment,Country/Region,Create Date,Crunchbase Company URL,CrunchBase URL,Data Source,Description,Industry,Is Public,LinkedIn Bio,LinkedIn Company Page,Merged Company IDs,Number of Associated Contacts,Number of Employees,Number of times contacted,Original Source Data 1,Original Source Data 2,Original Source Type,Parent Company,Phone Number,Postal Code,Segment- Comp,State/Region,Street Address,Street Address 2,Total Money Raised,Type,Web Technologies,Website URL,Year Founded
5961,15765039107,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Dallas Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Dallas Venture Partners is a venture capital firm based in Dallas, Texas. The firm seeks to invest in early-stage companies operating in the enterprise SaaS, ag-tech, healthcare IT, network technology, scalable mobile applications, gaming technology and web enabled services sectors.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5963,15764587699,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Dace Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Dace Ventures is an early-stage venture capital firm based in Waltham, Massachusetts. The firm seeks to invest in companies operating in the digital media, consumer marketing and mobile services.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5966,15764577188,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Daring Journey Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Daring Journey Ventures is a venture capital firm which specializes in seed, early stage and later stage investments. The firm primarily seeks to invest in the technology sector within the New York area. It was founded in 2012 and is based in New York, New York.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5975,15764531119,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Eclipse Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Eclipse Ventures is a venture capital firm which specializes in seed, early stage and later stage investments. It prefers to invest in companies operating in the hardware, software, and data sectors. The firm was founded in 2015 and is based in Palo Alto, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5992,15764686937,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Finaventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Finaventures is a venture capital firm that focuses on early to mid-stage and growth equity technology companies. The firm was founded in 1999 and has offices in Redwood City, California and Beverly Hills, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,30831692,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5994,15764616598,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Fifth Wall Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,Fifth Wall Ventures is a venture capital firm focused on the technology solution and real estate sectors. The firm was founded in 2016 and has offices in Los Angeles and San Francisco.,Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Real Estate Palm Beach Data,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
5998,15764521995,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Forward Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Forward Ventures is a venture capital firm based in San Diego, California. The firm seeks to invest in early and late stage businesses operating in the life science, healthcare, pharmaceutical and medical device sectors. It was founded in 1990.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6010,15764408959,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Goldin Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Goldin Ventures is a family office investing in early stage companies in the Mid-Atlantic region. The firm is based in Macungie, Pennsylvania and prefers to invest in the technology and consumer goods companies that are at post revenue stage.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6013,15764476308,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Hatteras Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Hatteras Venture Partners is a venture capital firm based in Durham, North Carolina. The firm seeks to invest primarily in companies operating in the bio-pharmaceuticals, medical devices, diagnostics, healthcare IT and medicine sectors. It typically invests in companies located in the research-driven regions of North Carolina and the Southeastern United States.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6014,15764104043,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Healthy Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Healthy Ventures is a seed stage fund that focuses on digital health technology companies, particularly infrastructure software. The firm is based in San Francisco, California and was founded in 2015.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,SALES,EMAIL_INTEGRATION,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6016,15764708208,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Hilltop Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Hilltop Venture Partners is a seed and early-stage venture capital firm based in Denver, Colorado. The firm seeks to invest in start-ups that provide services to consumers or businesses via the internet, mobile or off-line. and",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6018,15764139427,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Horizon Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Horizon Ventures is a venture capital firm that specializes in startup and early stage investments. The firm seeks to invest in technology companies with a focus on communications and system, healthcare information technology, semiconductor and software application sectors. It was founded in 1999 and is based in Los Altos, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6028,15764467281,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Inevitable Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Inevitable Ventures is a venture capital firm headquartered in Los Angeles, California. The sectors in which it prefers to invest are consumer, healthcare, bio tech, e-commerce, logistics, food etc.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6058,15764616601,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Klein Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Klein Venture Partners provides angel investments for early stage consumer, business, entertainment, internet and media startups. The firm is headquartered in Cupertino, California and was founded in 2008.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6061,15765047573,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Lazerow Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Lazerow Ventures was a venture capital fund that used to actively invest in the seed and early stage technology companies. It was founded in 2010 and was based in New York, New York.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6067,15765103199,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Long River Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Long River Ventures is a venture capital firm that invests in seed and early stage companies in the healthcare, information technology and other technology-driven sectors. The firm was founded in 2000 and has offices in Amherst and Boston, Massachusetts, investing in the Northeast.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6072,15765064840,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,MAG Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,MAG Ventures is a Connecticut based private equity firm focused on early stage growth companies. Their general investment focus is emerging companies in the high growth technology and life sciences sectors servicing potential markets. The firm was founded in 2007.,Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6081,15765118465,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Merrick Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Merrick Ventures is a Chicago, Illinois based venture capital and private equity firm specializing in industries that can benefit from the application of internet portal. The firm prefers to make investment in the business products and services, consumer products and services, software, networking and equipment industries.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6084,15764652437,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,McKesson Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"McKesson Ventures is the corporate venture capital arm of McKesson and is based in San Francisco, California. The firm seeks to invest in companies operating in the healthcare sector, including payers, providers, pharmacies, manufacturers and health systems.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6095,15765105929,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Munich Re/HSB Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Munich Re/HSB Ventures is the corporate venture arm of Munich Re. The firm was founded in 2015 and is based in San Francisco, California.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6098,15764357995,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Motus Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Motus Ventures is a venture capital firm which specializes in seed stage venture capital fund and business acceleration. The firm seeks to invest in the transportation, smart infrastructure and internet sectors. It is headquartered in Redwood City, California and was founded in 2012.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6102,15764587693,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,New Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"New Venture Partners is a venture capital firm based in New Providence, New Jersey. It works closely with corporations and other institutions to commercialize technology innovations through new independent ventures. The firm makes seed, early and mid-stage venture investments in the information technology, energy and manufacturing technology sectors.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6103,15764494986,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Next Coast Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Next Coast Ventures is a venture capital firm. It focuses on investing in the tech startups and entrepreneurs. It was founded in 2015 and is headquartered in Austin, Texas.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,28359606,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6112,15764467271,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Omphalos Venture Partners,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Omphalos Venture Partners is a venture capital firm based in Shakopee, Minnesota. The firm is actively seeking investment opportunities in privately held, the United States based, early stage consumer, healthcare and information technology companies.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,30831692,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6119,15764625805,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Prelude Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Prelude Ventures is a venture capital firm based in San Francisco, California. The firm has invested in over 20 companies across energy generation, storage, efficiency, finance agriculture, food, consumer goods and appliances, materials and chemicals.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6123,15765056283,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,QB1 Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"QB1 Ventures is a venture capital firm headquartered in New York, New York. The firm primarily invests in the high-technology startups in Israel and the United States.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6125,15764780728,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Prism Venture Management,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Prism VentureWorks is a venture capital firm focuses on investing in companies operating in the information technology and life sciences sectors. The firm is based in Needham, Massachusetts and was founded in 1997.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6132,15765076811,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,R&R Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"R&R Ventures is an angel investor based in Annapolis, Maryland. It seeks to invest in the media and information technology industries.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6134,15764668793,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Poplar Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Poplar Ventures is a venture capital firm which makes private investments and provides business advisory services for early and growth stage companies in the mobile, enterprise software (SaaS), and healthcare industries. The firm works with private early-stage companies as well as large publicly-traded companies.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6136,15765105928,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Reef Capital Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Reef Capital Ventures is a venture capital firm specializing in pre seed, seed and early stage investments. The firm now manages all the investments made by Mbloom and no new investments is being made right now. It is headquartered in Kahului, Hawaii and was founded in 2014.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
6142,15764714050,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Responder Ventures,Jay Patel,Empty,Empty,2023-05-16 14:52:00,Empty,Empty,Empty,"Responder Ventures is a venture capital firm formed to identify, invest in and manage a portfolio of technology companies that provide innovative products and solutions to the public safety sector. The firm was founded in 2015 and is based in Jupiter, Florida.",Empty,Empty,Empty,Empty,Empty,1,Empty,Empty,IMPORT,35032634,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
